text,label
this movie is a fascinating example of luis bunuels storytelling abilities this is a comedy that is not a comedy and a social drama that is not a social drama even though i dont think it was particularly funny it made me laugh also despite the fact that you can never take bunuel too seriously the movie made think about religion and its importance in some peoples lives bunuel tells the story of a catholic priest devoted to his faith like no one else and the viewer witness what happens when the priests undying commitment to serve others is put to test as usual bunuels target is catholicism but i dont think he tried to mock the church as he often does at least i didnt take the film as a mockery of the institution i think he is trying to make an interesting point about how religion could be a nuisance in todays modern society not because faith in itself is bad but because people always mange to bastardize the concept message aside i think this is one of bunuels most clever works francisco rabal is superb as the priest definitely one of the filmmakers best movies,1
the thing i remember most about this film is that it used to air on local ktla tv ch during every christmas season during the mid to late s mainly due to the fact that the true story took place on or near christmas eve it was always a bit disturbing to see the hell that this girl goes through being the lone survivor of a plane crash in the peruvian jungle the graphic scene of this young girl pulling leeches out of her infected leg made quite an impression on this young viewer not quite the kind of christmas cheer i was used to seeing at the time definitely not a rankinbass production,1
this movie had an interesting cast it mat not have had an a list cast but the actors that were in this film did a good job im glad we have b grade movies like this one the story is basic the actors are basic and so is the way they execute it you dont need a million dollar budget to make a film just a mix of b list ordinary actors and a basic plot i like the way they had the street to themselves and that there was no one else around and also what i though was interesting is that they didnt close down a caf to set there gear and that they did it all from a police station arnold vosloo and michael madsen did a great job at portraying there roles in the hostage situation this was a great film and i hope to see more like it in the near future,1
i was first introduced to john waters films by seeing female trouble on ifc i was disgusted but for some sick reason i enjoyed it then i picked up the pink flamingos dvd in the john waters boxed set the movie is about babs johnson the filthiest person alive who lives in a trailer in maryland with her obese egg obsessed motherand her deranged son crackers in the movie you will see such sick sights as sex with chickens dragqueens people eating feces torture and all other sorts of random humiliation the film has a soundtrack from s rock and roll artists the only problem is that some parts of the film seem to drag on and can get a little boring i found female trouble a little more fun rated nc for explicit sex violence and disturbing images enjoy,1
sending the critters to space does seem like an entertaining idea but was there really any need for a third film much less this fourth one a film with brad dourif cant be all bad can it well maybe in this case this cheap scifi effort stars returning lovable klutz charliethe reliable don keith opper who is about to eradicate the last two remaining eggs of the critters species when ughterrence manntells him that hes about to break some sort of transgalactic endangered species law so at ughs request charlie places the two eggs in special holders inside a space pod unfortunately for charlie the damn thing takes off for space and hes trapped inside the smoke under his feet places him into hibernation stasis and he awakes years later inside a decrepitspace station as captain rick with fat cigar rude alcoholic malevolence and greedy to the core is blasting open the space pod trying to see what possible novelties are inside for possible sale or trade rick unbeknownest to him lets out the two critters who feast on his flesh you see rick and his crew found the space pod drifting and had intense dollar signs flashing in their eyes so they dock it ugh reports to themnow in a fine prominent position as counselorthat money can be made if they dock at a space station under the terracor organization once the crew dock they find that this station is in ruin with many corridors in bad condition but whats worse is the station computer angela angela is a real thorn in the side to the crew because she has been left unrepaired without proper maintenance for some time it takes some little tricks to get doors to open and close not to mention the elevators and computers brad dourif is al bert pretty much the impresario of computer functionsand is pretty much the real leader of the group for he is the most levelheaded and intelligent he seems to be a fatherfigure to ethanpaul witthornewho just wants to make it to earth to find his fatherthis story though doesnt necessarily reach its zenith bernieeric dareis primarily in the film to be a druggie victim for the critters to munch on in the film charlie after one critter enters ricks mouth and eats away at his throatyuk becomes the crews guide in understanding what they are fighting against the film has some elements i found rather confusingor for a better word ridiculousthe two critters grow in size quickly are somehow able to coordinate a ship for earth not to mention grow themselves to massive size in this laboratory in the space station the crew are able to tap into a log from a dr mccormickanne ramsay whose badge is found in a coat thrown to the side for which ethan discovers her access cardwhich shows signs that terracor was looking into creating a species to exterminate worlds and people knowing this bothers al bert who wishes to leave angela and her bleeding station for greener pastures things dont work out that way because wellmeaning charliethanks in part to al berts ancient colt kills a critter which had got on board but in firing several bullets hits major guidance systems in the ship so many repairs on in order but they halt them when ugh and his storm troopers dock at angela and prove they are not what charlie thought theyd be ugh is a changed man and charlie realizes that he is completely evil and his mission is to preserve the crites for purposes of a cruel naturerepresentation of corrupt corporate governmental types this betrayal is what changes charliehe has perhaps grown up a bita wee bitand now understands that some people just change for the worse charlie and ugh will come to a faceoff over those critterswill the crew be able to escape a space station which has set autodestruct this film really doesnt exploit the critters as much as the other three films i believe we can clearly see this as the true end to the franchise the first film was a hoota really entertaining romp but by the time this sequel cam around the critters just wore out their welcome the cast however do give the film a boost the critters do get to feed a bit but their plans of global domination is underdeveloped their role in the film isnt established to the greatest heights i said to myselfyou have this enormous space station with unfortunates trapped on board could you not take this idea and run with it sadly they dont,0
in fact parts of it i liked a lot it had some interesting twists but it just left me with a been there seen that feeling after all of the saw movies granted the ending was different from a typical saw but lets face ita group of guys unknown to each other or so they believe tossed together in an abandoned chemical factorybut then it loses something theres no intensity theres poor group dynamic theres no sense of urgencysome nice twists at the end and definitely worth a watch if theres nothing else on your plate but it just left me emptyit passed the time but it didnt satisfy,0
two years before he wrote and directed arthur steve gordon had a minor hit with his screenplay for this crackpot comedic vehicle for henry winkler then tvs the fonz a s college thespian and allaround jerk woos a coed and gets married without any employment prospects on the horizon to make ends meet he turns to the flamboyant world of wrestling eventually becoming a gorgeous georgelike celebrity turning likable winkler into an obnoxious goofoff probably sounded like an interesting idea at the time and a sure way to separate him from his television alterego but the jokes and situations are often wrongheaded and mean staged rather sloppily by director carl reiner particularly crude is a wincing bit involving herv villechaize of fantasy island putting the moves on polly holliday flo from alice as henrys beloved kim darby looks a little out of her elementparticularly when surrounded by all these tv hamsrendering the romance aspect of the script inconsequential from,0
with the exception of family this new season is worse than season one i cant imagine what they are thinking as a fan of horror can tolerate a lot of gore and mindless mayhem but this series gets worse with each outing i cant imagine how disheartening it must be for the actors and crew to go to work each day toiling to churn out such crap story is that too much to ask for character how can we give damn about the fate of anyone in these stories if we are not engaged who cares if they get carved up or whatever almost every episode ends with mindless blood letting going for gross out shock without any sense of revelation or conclusion or reason why we have been subjected to an hour of bloodletting even dantes effort this season had some disturbing sexist violence and wandered off to a pointless conclusion ironically the production values and performances tend to be up to speed while the content is utter crap i have great hopes for exec producers garriss valarie under the stairs but we shall see,0
made one year before ilsa shewolf of the ss blacksnake could have easily been called susan shewolf of the plantation and it probably inspired the producers behind the nazi sexploitation epics to go ahead with their more infamous films because the stories are identical a gorgeous horny head strong but stupid blonde woman degrades and kills many people under her control whom all hate her and want her dead sounds familiar director russ meyer and david friedman the producer behind the ilsa flicks are good friends and they started their careers together so obviously theres a connection there looking at blacksnake i cant help but think that russ meyer wanted to move on and do something else than his typical busty women epics because xxx movies were all the rage during the mid s and russ meyer films though filled with nudity and kinkiness and violence were never even close to real porn his films started to look positively quaint next to deep throat and other hardcore porno blockbusters meyer knew he couldnt compete with such films and blacksnake is sorta the end result of such a quandary in his career he obviously wanted to branch out into different uncharted territory but blacksnake bombed at the bo and meyer quickly returned to making vixen type of films that even if they still werent pornographic they were most definitely more overthetop than any of his previous filmsits no wonder blacksnake was a bo failure its just terrible trashorama jawdroppingly bad its a quasicampy take on slavery if you can imagine that the end result is jarring one minute were in typical meyer territory exuberant playful and silly and then the next minute super serious meditation on slavery and violence huh it just doesnt work the slaveryracism aspect is woefully mishandled and veers this movie in the true exploitation category but blacksnake is not as sleazy as ilsa she wolf of the ss and those kind of films so i imagine fans of the latter were disappointed by it which would explain the almost lack of interest in this movie from either exploitation fans or russ meyer fans meyer blames the failure of blacksnake because and i quote it didnt have enough breasts in it well im sorry russ but the film is just bad breast or no breasts but hes right though about the low breast quota except for anouska and the maid the films cast is male meyer replaces his usual bevy of buxom babes with throng of hunks with massive pecs in the form of anonymous black actors playing the slaves and the big david darth vader prowse and with anouskas right hand man around who is portrayed as a ruthless but clever gay man who enjoys the power he has over the men one can only wonder what meyer was really trying to create hereblacksnake stars david warbeck who is lusted after by anouska and her right hand man poor david he looks totally befuddled by the whole experience he did seem to have fun making the movie but you can clearly see that at times he has no idea whats going on and then theres anouska hempel shes a beautiful womanfor the s not the s with her makeup and hair she looks like a typical s brit pinup babe than a turn of the century dominatrix and her wardrobe is hilarious at one time she actually unzips her leather boots i didnt know they had zippers in those days but the character she plays is in itself really degrading no pun intended shes nothing but a cipher to the object of lust and scorn of every men and that woman on the island for example one night when david and anouska are getting it on her annoying slave driver walks in the room knocks david unconscious and tries to rape her groping her savagely the next day the slave driver is still working for anouska and the two act as if nothing had happened its totally ludicrous under any circumstance had her character been a real person anouska would have whipped the slave driver senseless and kicked his butt off the island or even killed him but the fact that the woman keeps him on her plantation after he tried to rape her is stretching the flimsy story and characters credulity to the maxridiculous details like this and the thoroughly startling blaxploitation angle makes blacksnake a strangely unpleasant but watchable movie watchable in the train wreck variety i just couldnt help but watch the film for the utter baseless aspects of it all the excellent cinematography sorta makes it easier to watch so this being an exploitation film i guess it succeeded in doing what it was supposed to do but blacksnake is mainly for russ meyer completists,0
for once a barbie movie that is good im and a embarrassed to say this but im hooked on these movies i hated barbie when i was younger but the movies i love shiver is so cute and ive fallen in love with him hes so cute as the polar bear and totally in love with aiden oh man im in love with shiver i love annika determination not to give up on hope and eventfully it works i love this movie and hopefully they will be other good ones barbie swan lake is other brilliant movie i would recommend this movie to children of all ages even boys because the movie is that good and im hard to please barbie and the magic of pegasus is a movie that is enchanting and exciting,1
this film an early william wellman has an important message particularly today it posits the notion that sometimes there are things more important than your own personal safty or wellbeing the film which has walter huston as the lead is stolen by the performance of chic sales as grampa hes the most completely drawn character in the film and a joy to watch youll recognize some familiar faces if you watch many movies from the s and s wel worh your time to watch if you get the opportunity recommended,1
i suppose the ultimate curse of attending the toronto film festival is your release date time table get messed up quite frankly im just happy fido got picked up for us distribution in any caseever seen shaun of the dead good how about lassie able to reconcile the two well if you can your name might be andrew currie canadian helmer of the first ever family themed zombie comedy or zomedy seriously thats what the press book in toronto called it though not as violent dry or british as shaun of the dead fido remains true to its roots a devotion to old s black and white television including both lassie and the infamous scifi pulp that was being pumped out during the periodfidos talented headliners carrie anne moss billy connelly dylan baker and tim blake nelson stand as a testament to the brilliance of the script the film explores all the implications of its premise a world where zombies have been converted to servants because of the sheer number of them due to a strange accident what would you use your new undead servant for a butler manual labor a pet unspeakable acts fido tackles all these possibilities in a sweet and surprisingly classy way with much thanks to the work of connelly as one of said zombies and young tv actor ksun ray who seems at times to be a better young elijah wood than the young elijah wood wasif youre expecting another shaun of the dead dont waste your time theres not nearly enough gore and pokes at the genre to satisfy you and youll just leave the theater bitter and depressed but if youre willing to take a look at what happens to shaun of the dead when it jumps across the lake youre in for a treat think of fido as the sensitive more often beaten up little brother to shaun of the deads rebellious loser and youre starting to get the drift if you like or at least tolerate zombies small children and loads of deadpan satire fidos the film for you if thats not the casewell you know the drill just hit em square between the eyes,1
this series is set a year after the mission to abydos in the movie stargate it explains a lot of the stuff that the movie neglected to mention such as how was the stargate activated without a human computer where did the goauld ras race come from how many are there the first episode has a retired jack oneill spelled with ls recalled to active duty by general george hammond due to an attack by the shut down stargate from apophis a powerful goauld who killed four men and kidnapped one woman we meet samantha carter a brilliant scientist who claims that she should have gone through the stargate the first time and is determined to go through now we find out that daniel got married on abydos and that there are hundreds of gate addresses that they can dial then daniels wife gets captured by apophis and becomes his new queen it continues in the second episode where general hammond announces the formation of the sgc which includes nine teams in which jacks team will be sg which consists of jack samantha and daniel they go to chulak a goauld homeworld to rescue daniels wife and another one captured at abydos named skara they get captured and just as apophis gives the order to kill them and many other prisoners a jaffa named tealc first prime of apophis saves them and goes to earth with them where he is made part of sg that was only the beginning of the adventure in the course of the show they have gone to the past and future gotten transported to alternate realities swapped bodies grown old met alien races which include a rebel alliance of goauld called the tokra in which samanthas dad becomes a member the asgard a cute little race in which we see thor most often hes jacks buddyand avoid global disaster by the skin of their teeth countless timesthe show was recently canceled but lasted ten seasons in season nine a new enemy called the ori came in flaunting brand new powers new dangers and bringing to light new mysteries surrounding the stargate and its creators the ancients season nine and ten also saw the introduction to two new characters ben browder as cameron mitchell the new leader of sg and claudia black as vala maldoran a female human from another world who brings a new sense of fun to the team very wellproduced interesting characters fantastic special effects and a subtle love interest between samantha and jack this one has it all a different way of travelling the galaxy and different kinds of adventures this is one show you dont want to miss unlock the gate and step through you wont regret it,1
victor sjostrom who is the grandfather of swedish cinema directed this stark existentialist film about atonement betrayal death forgiveness guilt redemption and the bleakest moments of the human condition he stars as david holm a no goodnick who responds to a moment of kindness by returning to his drunken ways only to later have to bargain for his soul with the driver of the phantom carriage deathunlike many silent films during the period the film is nearly absent scenes with overacting the pacing does becomes tedious with its overly familiar dickensian narrative however examining the film in retrospect and in comparison to others of its time its a very daring and unique film audiences of the time were not exposed to such subject matter and the cinematography is tremendous symbolic and accompanied by double exposure effects and multilayered flashbacks its a genuinely creepy and frightening film for youngsters for surewatching the film its easy to see the later influences this film had on swedish master ingmar bergman most of the great bergman themes are here on full display sjostrom of course later starred in bergmans masterpiece on alienation and loneliness wild strawberries this would be sjostroms final performance as an actor sjostrom based the script on a novel by swedish writer selma lagerlof of stars,1
i went into watching this movie knowing it wasnt going to be great but what i witnessed was to awful for words i dont mean to be harsh its just the movie was terrible overall it had bad i mean awful special effects the acting wasnt too bad but wasnt good either and sasquatch himself was like well not sasquatch in my opinion the best sasquatch movie is harry and the hendersons its not violent or horror but it has the best depiction of sasquatch at least its a suit and not some halfass cgi ripoff only see this movie if you are desperate or really appreciate anyone in the film or go watch boondock saints it is much better,0
the two most noteworthy things about i wont play are it won an academy award as the best tworeel short film of and it was directed by silentera leading man crane wilbur the plot of this runofthemill short is inconsequential the dialogue lacks spark while the acting is no better and no worse than that found in most warthemed hollywood movies of the s in other words its awful admittedly there are moments when i wont play is funny janis paiges totally artificial look and line delivery are precious but one laughs at the picture not with it,0
the key scene in rodrigo garcias nine lives comes when sissy spacek hidden away in a hotel room where she is carrying on an affair with aiden quinn find a nature documentary on television at which point quinn notes the contrivance of such thingsdisparate footage is edited into one scene predators and preys are thrown together in order to capture the momentall to force connections where none actually exist characters in the nine shorts that make up this film occasionally spill over into each others stories but none of them ever seem to really connect a woman preparing for a violent confrontation with her abusive father is later seen working in a hospital room where another woman is preparing for a mastectomy a man who runs into an old girlfriend in a supermarket and sees how his life should have been later hosts with his current wife a dinner party for an unhappy couple garcia arranges some of his characters in front of each other but none of the subsequent stories ever really build on what came beforegarcias first film the wonderful overlooked things you can tell just by looking at her also had a shortstory structure and overlapping characters but there were fewer of them and they had a lot more room to breathe and grow the gimmicky premise of nine lives that each of its nine stories is told in a single unbroken take in real time never allows the film to build up any real dramatic tension or momentum its also a fairly visually ugly movie interior shots are often murky and hard to watch while other scenesparticularly one where a girl walks back and forth between rooms to talk to her uncommunicative parentsare rendered annoying by the camerawork given that this is garcias third film and that he has a respectable history of directing for television the direction in this film is rather surprisingly amateurish like fellow filmmakerchildofagreatwriter rebecca miller garcia son of gabriel garcia marquez is focused on the writing and character aspects of his films often to the detriment of the filmmaking onesindividual scenes are touching and even affecting i did like jason issacs kissing robin wright penns pregnant belly and joe mantegna whispering lovingly to his wife as she slips into presurgery sedation and sissy spacek stealing a few happy moments away from her life with aiden quinn before brought back to it with a phone call from her daughter but the film unlike things you can tell just by looking at her feels more like an exercise than actual drama we are just watching people act,0
this movie has become an iconic standin for what is great about america fame is famous for its music and performances there are several standout actors singers and dancers including irene cara paul mccrae anne meara and the superb gene anthony ray the plot is not the movie it follows an interesting format but it all really ends in a kind of mushwhere parker succeeds is in pushing this movie into periodic overdrive with the extremely poignant sometimes beautiful and outright campy music score performancesthe films climax is a songdance fest of musiciansdancers score by christopher gore a wonderment to behold an interesting note about the magnificent and superbly talented anne meara sometimes talent must reside in the genes ms meara is married to one jerry stiller and is the mother of ben stiller,1
i hadnt seen this in many years the acting was so good as i began this time i thought great another movie i misjudged as a foolish young man but then the theme started to be clear and i felt the same waythis was hollywood the seat of glamor so the concept shouldnt be a surprise but it is so condescending a concept i feel as if i need to take a shower after watching it in brief it tells us that even physically ugly people can seem beautiful to each other and even feel attractivedorothy mcguire is likable as the homely heroine she seems to have been filmed wearing minimal makeup robert young is injured in the war and feels scarred his parents cant bear to look at him either he seems to have all his faculties and in part the notions of disability are outmodedherbert marshall is on hand as a blind pianist his character speaks is hushed tones and is omniscientthe best performance is given by mildred natwick as the owner of the title residence she is bitter and dour but not made of ice her story is much more interesting and believable than that of mcguire and young,0
not like i went in expecting a lot out of it but i was at least hoping for a fun dumb big budget movie this isnt even that this item ranks in the bottom half of all the vampire movies ive ever seen and believe me ive seen a lot of them bad acting zero characterization little to no thought almost nonexistent plot and that thats there you can drive semitrucks through the holes in sure it has action and is loud and has more action and more noise and blood and action these things alone do not make a good or even halfway decent movie beats me how some people can say this is the best vampire movie ever madeall i can assume is they havent seen many i suggest seeing near dark instead,0
i read reviews on this movie and decided to give it a shot im an open minded guy after all and ive given good reviews to some pretty bad flicks as the end credits rolled on this one i searched for meaning and something nice to say here goes this film was mercifully short thats all i gotokay okay the sets and visuals were well done and the music helped lend to the mood of asylum life but the film was painful to watch and the endless dialogue took away from the good bits i did find myself laughing at this film but the way you laugh at your best friend who just embarrassed himself in front of a large crowdby the time of the chicken dance at the finale i had just decided to tuck and roll with the film and let the bodies fall where they fall i dont know what could have salvaged this film the acting was not bad and it looked like it had a budget but there just wasnt any way to make it watchable not even the presence of beautiful bare breasts maybe i should have sparked a doobie or drank a lot of beer to get the full experience of the film either way im not watching this film again unless im really depressed then i can tell myself at least i wasnt in dr tarrs torture dungeon im better than those guys,0
ok now at first i thought this was going to be another cheesy romantic comedy which held back on the comedy but this wasnt i mean how could it have been with the fabulous amanda bynes staring in it she was amazing really funny is still stunning the boys in it were also extremely fit one major reason for going girls the plot is strongly based upon the shakespeare play twelfth night as it was extremely similar there was even a spider called malvolio which belonged to the malvolio like character the script was really well written and pulled together and it was very witty the football skills in it were also amazing it even made me think of playing football myself anyway to sum it up this is a light hearted film about young romance which gets very confusing go and see it,1
who doesnt love the muppets impossible it is to watch them without getting some kind of warm fuzzy feeling inside so i guess whats important is that this movie seemed to very successfully capture what makes the muppets so special i dont remember much about the details of the plot but the various moments and characters in the film i recall quite fondly in fact there was quite a nostalgic atmosphere to the whole movie but without being selfconscious in any bad way refreshing for someone who possibly gets too hung up on meticulous details and technique the magic transcends all that other stuff tis indeed what movies are made ofso how does the film achieve these things hmmm nice question stumped am i lets see really i feel like its quite simple the filmmakers believe in their material and dont take themselves too seriously in the process i probably wouldnt say the film has many truly inspired moments but it does have a certain life to it that funnily enough a great many real people movies lack a zest you really want to believe in these funny little people and their adventures they also have a certain innocence about them that makes them all the more endearinggenerally i get the impression that the people that made the movie just werent afraid to try whatever felt right to them at the time which gives the whole thing quite a loose feel kind of like a really accessible and enjoyable extended jazz session lots of talent little predictability and plenty of warm personalities coming through the cameos were of course a bunch of nice surprises for instance maybe i dont feel i have much to say about it because i was halfasleep when i saw it andor as i write this review anyway im sort of semirepeating myself here but i really liked the sense of family the movie had full of love i suppose you might say again a feeling of nostalgia comes to mind which not many films manage to achieve so effectively or effortlesslyand to repeat myself once more one of the films best charms is its very relaxed and welcoming atmosphere like the nathaniel hawthorne quote about happiness being like a butterfly so the muppet movie greatly succeeds partially by not seeming to try to do so same with beauty being best undiscovered or untouched or unforced or something like that anyway if that sounds sappy i also reckon it was pretty hilariousso all in all this movie was very funny touching and difficult not to smile along to plus it features lots of great music highly recommended to all humans both the young and the young at heart,1
ok even if you cant stand liza this movie is truly hilarious the scenes with john gielgud make up for liza one of the true romantic comedy classics from the th century dudley moore makes being drunk and irresponsible look cute and amusing and it is damn fun to watch the oneliners are the best,1
i totally disagree with the person who first commented about this movie to me this storyline is about a man with growth hormonal disorder trying his best to look for the love he is yearning for trying his very best to fit into the society who doesnt seemed to accept himhe then met someone who treats him with best friends love and was shown the way to receiving the love he always wanted to have the man who created all that happiness in returned received something important from the giant which is family and spouse loveand the comedy its just part of making the audience feel some laughter bugs at certain part of the showsand i must admit it made me tear a little,1
the first minutes of tinseltown had my finger teetering on the remote poised to flick around to watch something else the premise of two writers down on their luck living in a selfstoragespace bin was mildly amusing but painfully blandthe introduction of the character played by joe pantoliano the big deal movie guy that lives in the park and sleeps in a lavatory offered hope and i decided to give it a few more minutes and then a few more until kristy swansons introduction as a budding film director borderline nymphomaniac added a bit of spice her solid acting performance raised her presence above and beyond just a very welcome eyecandy inclusionultimately the obvious lowbudget impacts on the film with poorly shot scenes stuttured pace and slapstick handling of certain moments some of my favourite movies of all time have been low budget whithnail i being one that also deals with guys with a dream but down on their luckhowever for my money the actors save tinseltown from the terrible movie archives and just about nudges it into the could have been a cult movie archives i laughed out loud at some of the scenes involving joe pantolianos character in particular the penultimate scenes in the terribly clichd but still funny richbutscrewedup characters house where the story unravels towards its final momentsi can see how tinseltown was a great stage play and while the filmmakers did their best to translate this to celluloid it simply didnt work and while i laughed out loud at some of scenes and one liners i think the first minutes dulled my senses and expectations to such a degree i would have laughed at anythingunless youre stuck for a novelty coffee coaster dont pick this up if you see it in a bargain bucket,0
the only reason i am bothering to comment on this movie is to save you all minutes of your life and maybe your moneyi bought it exrental for it looked interesting so i took a chancewithin minutes of turning it on i realised id made a mistake the entire cast should be stored away until winter and then thrown on the nearest log fire where they could meet more of their kindas for the devin hamilton writer and director he should just be shot sadly this should have been done before he made this rubbishavoid this film if you see it in the shops run away,0
a beautiful woman a backwoods inbred monster man a super sweet monster truck a road kill zombie brother and friendsone anal retentive overly sensitive nerd and the other a foul mouthed adolescent slob throw them all together with a dash of jeepers creepers texas chainsaw massacre and road trip and youve got monster man a hilarious horrorcomedy outing that never sets out to say something its a simple straight forward laugh fest unpretentious and well made this horrorcomedy is at its heart a buddy flick this film offered some hilarious and sickening set pieces i highly recommend this to fright fans looking to be entertained,1
elegance and class are not always the first words that come to mind when folks at least folks who might do such a thing sit around and talk about film noir yet some of the best films of the genre out of the past the killers in a lonely place night and the city manage a level of sleek sophistication that elevates them beyond a moody catch phrase and its connotations of foreboding shadows fedoras and femmefatales where the sidewalk ends a fairly difficult to find film the only copy in perhaps the best stocked video store in manhattan was a rough bootleg from the amc cable channel belongs in a category with these classicsfrom the moment the black cloud of opening credits pass a curtain is drawing around rogue loner detective marc dixons crumbling world and as the moments pass it inches ever closer threatening suffocation sure hes that familiar cop with a dark past but dana andrews gives dixon a bleak stare and troubled intensity that makes you as uncomfortable as he seems and yeah hes been smacking around suspects for too long and the newly promoted chief karl malden in a typically robust and commanding outing is warning him for the last time yet dixon hates these thugs too much to stop now and boy didnt they had have it coming hoods dusters mugs gutter nickelrats he spits when that tough nut of a boss demotes him and rolls out all of the complaints the bureau has been receiving about dixons right hook the advice is for him to cool off for his own good but instead he takes matters into his own hands and what a world of trouble he finds when he relies on his instincts and falls back on a nature that may or may not have been passed down from a generation before right away hes in deep with the cops the syndicate his own partner dixons questionable involvement in a murder investigation threatens his job makes him wonder whether he is simply as base as those he has sworn to bring in like bogart in lonely place can he escape what he iswhen he has nowhere else to turn he discovers that he has virtually doomed his unexpected relationship with a seraphic beauty the marvelous gene tierney who seems as if she can turn his barren bachelors existence into something worth coming home to the pacing of this superb film is taut and gripping the group of writers that contributed to the production polished the script to a high gloss the dialogue is snappy without disintegrating into dated parody fodder passionate without becoming melodramatic or sappy and all of this topnotch direction and acting isnt too slick or buffed to loosen the films emotional hold gene tierneys angelic softfocus beauty is used to great effect she shows herself to be an actress of considerable range and her gentle kind nature is as boundless here as is her psychosis in leave her to heaven the scenes between tierney and andrewss dixon grow more intense and touching the closer he seems to selfdestruction near the end of his rope cut bruised and exhausted dixon summarizes his lot innocent people can get into terrible jams too he says one false move and youre in over your head perhaps what makes this film so totally compelling is the sense that things could go wildly wrong for almost anyone especially for someone who is trying so hard to do right with one slight shift in the wind one wrong decision or punch or most frighteningly due to factors you have no control over noir has always reflected the darkest fears brought them to the surface where the sidewalk ends does so in a realistic fashion one nitpick of an aside this otherwise sterling film has a glaringly poor dub of a blonde model that wouldnt seem out of place on mystery science theater how very odd but noir fans heck any movie fans who havent seen this one are in for a terrific treat,1
me my boyfriend and our friend watched this movie if thats what u wanna call it and we agree with the last person but we were stupid and bought the damn thing we thought it really was about diablo so we bought itwe hate it really suxz so beware do not buy this thing they call a moviewe would return it but dont no if anybody would want this stupid movieoh and another thing the shouldnt call it the legend of diablo they should of called it legend of azarand this movie is rated r this should not of even been not ratedwe think that diablo would be crying his eyes out laughing at this stupid moviethis is a movie that would have been done by a churchtheses actors are never gonna become nothing because this movie,0
i watched the world premiere of this on the starz action channel they call it vampires the turning the plot was a little confusing there is a voiceover in the introduction about an year war and i didnt quite understand the movie is about a young couple somewhere in asia maybe in china i dont think the movie specifies the couple has an argument and meredith monroe runs off and is kidnapped by a biker gang of vampires the boyfriend finds a group of vampires that dont kill humans and enters into a battle with the bikers a human group of slayers somehow get involved and the final fight sequence takes place during a solar eclipse this movie is not related to either vampires or vampires los muertos confusing but decent action four out of stars,0
can anybody do good cgi films besides pixar i mean really animation looked antiquated by standards and even by toy story standards or maybe they spent all their budget on hugh jackman whatever their reasoning the story truly did sucksomehow hugh jackman is a rat a rat that is flushed down a toilet yeah i know seems stereotypical but then the sewer mimicked the ways of london to an extent throw in a promise of jewels and an evil frog and you get a pathetic attempt at entertainmenti would like to say something entertained me maybe the hookup in the movie or maybe the happilyeverafter rat relationship but nothing did it had the talent but it blew up d,0
creepshow had a lot of potential they just didnt put enough time in perfecting it the stories were pretty cool and creepy enough but it was lacking its a good movie but after youve seen it once you might want to see it again this movie could of been better,0
the title of this movie doesnt make a lot of sense until you see it in operation because its the sound that a retarded young man makes while hes operating his imaginary trolley which is what he does all day and he is just one of many odd characters in this surreal at times tragic tale of a group of slumdwellers in japanthere are two drunks who trade wives theres a man with aspirations to be a architect and his young son who he sends out to beg for food theres a wise old man who seems to be the pillar of sanity within all that goes on around him and theres a businessman with some severe nervous tics that has a wife that treats him and everyone else like dirttheres no particular plot to this really its a bunch of stories that drift back forth between each other sometimes funny sometimes tragic all in all i thought it worked pretty well i had been dying to see this for a long time just based on its description i was not in the least disappointed and id definitely recommend this out of,1
the priyadarshanparesh rawal combo has been golden before with the likes of hera pheri and hungama so i went into the movie at an indian multiplex with high hopes especially after the slick promos unfortunately like hulchul before it this movie was a huge disappointmentlike others have commented the premise of the movie which was already stale to begin with just gets stretched on and on without any development or additional layering after a while you just want the movie to end so you can go home if i had been watching this at home it would have been much easier to cut my losses akshay kumars performance is average at best and john abraham should not try doing comedy again the comedy aspects of the movie overall were pretty week i only remember giggling like twice the entire movie definitely no sidesplitting belly laughs that consumed me in hera pheri or even to a lesser extent in awara paagal deewana paresh rawal had a few of his expected classic moments but overall because his role and character wasnt given much room to grow he didnt make much of an impact in this filmneha dhupia who makes only an appearance in the movie was fun to look at while she was on screen and some of the songs are fun especially the opening and closing songs of ada and kiss me baby respectively otherwise youre better off just passing on this movie,0
spinal tap was funny because if you knew a little about heavy metal you saw injokes all over the place if you know anything about porn this mock documentary will leave you cold everything in it rings falsespinal tap was funny because it took a familiar world and pushed it over the top this film is decidedly not funny because it paints a picture of how porn is made that bears no relationship to the real worldthe acting here is uniformly awful but that would not matter much if the core idea of the movie were good but its not,0
